"Path","SHA256","Length","LastWriteTime"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Coding_and_Software_Cookbook_v3.tex","6A03470C25AD9910B02D5FB4BB553151C3E8BE3B34806D922C7F64026ACEEAF4","1597","4/28/2026 12:42:25 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Coding_and_Software_Cookbook_v3.tex","6A03470C25AD9910B02D5FB4BB553151C3E8BE3B34806D922C7F64026ACEEAF4","1597","4/28/2026 12:42:25 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Data_Analysis_Textbook_Combined_v3.tex","96DA2E0DCE98092CBD9EA94B7B7E0EC4B6E04C609B344899D2BA7882144E505D","2141","4/28/2026 2:18:40 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Data_Analysis_Textbook_Core_Reader_v1.tex","DD2534E10B31F4F2FFB94E205F341F78DB6B459BF11A1D48A54E9A422870D9F6","2153","4/28/2026 2:18:40 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Appendix_Coding_and_Software_Cookbook_v3.tex","43DE78C01879B16156AB84FA04F2B92966FB757C29B3EE83A6D188FDE975E2EE","44403","4/28/2026 1:13:02 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Build_Mode_v1.tex","8C17DC2672A6BC9DC3ECB2D4CFEC22D156C4E6EEFFF01578C04D156F3CB76961","258","4/24/2026 2:54:58 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch01_Data_Analysis_as_Statistical_Learning_v3.tex","44592CBE5FBDCA4403625C4CFC88E266DBC67065B1420228FB473C878D0D4A4A","30978","4/27/2026 6:14:41 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch02_Prediction_Error_Flexibility_Generalization_v3.tex","23B2BC6ADA3CD36653CDF30085A6A6B899737FBA284A417D095D5E62C56FF00C","32566","4/27/2026 6:14:41 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch03_Data_Quality_Cleaning_Trustworthy_Variables_v3.tex","34A4144FFF4E7AF36F7B118C91238BB1900B5941F63DB01C15824B360B14830B","31174","4/28/2026 11:14:09 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch04_Exploratory_Data_Analysis_Summaries_Visual_Structure_v3.tex","8F47B1BEC1D1121357E64996EFE6028DDC63E8DB0EDDF77A76ADD241FA43DB91","30574","4/27/2026 6:18:50 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch05_Simple_Linear_Regression_Model_Assumptions_Least_Squares_Estimation_v3.tex","DB97C948DF15C035A5F5B21518DF835F98DB7D644DEA9545F696350C9CA117BB","34010","4/28/2026 12:33:30 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch06_Simple_Linear_Regression_Fit_Quality_R2_Hypothesis_Testing_v3.tex","E2920A68D05C74D716F3DE279E9826CACF0B2416D442EF8C05DFDDCD9AA3827F","28376","4/27/2026 6:14:41 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch07_Linear_Regression_as_Projection_Design_Matrix_Hat_Matrix_v3.tex","1276DA8A6294F8D084AE02076A8FA4109A9F767F4BAA0E54043C48DD2DC1A181","30171","4/28/2026 12:33:30 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch08_Degrees_of_Freedom_Subspaces_Identifiability_v3.tex","70BBAC06F993B83717C7C672810B1CBFD062887C7EFD60F06E35A61D750D8F7B","33451","4/28/2026 11:14:09 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch09_Multiple_Linear_Regression_in_Practice_v3.tex","CAE03401231F774DC3F869B5B329F54A61BC860BDAE283AC1F50048C214A67C5","32754","4/28/2026 11:14:09 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch10_Truth_Error_Estimator_Behavior_Residual_Geometry_v3.tex","13D9FBA4E343E2CA927D6EDDCF245791F3027F1116955DC3E027FC846FE4A604","45041","4/28/2026 11:14:09 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch11_Linear_Models_Beyond_Straight_Lines_Transformations_Linear_in_Parameters_v3.tex","058D0C9A1794950A71426BAE4F09B2E65B61DAB0F8F321D728BA7D86292D5ADD","37848","4/28/2026 12:48:42 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch12_Residual_Analysis_Model_Repair_v3.tex","F5455A8B69C88642E6EF4F6258AF950029F970E87AD5B7D911D4CFC62AE1DCFE","36882","4/28/2026 12:33:30 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Context Handoff - Pro\Source_Code_CURRENT\Sources\FrontMatter_Notation_Guide_v3.tex","33FE4BCA441618E764609D576DBB8CB59CCD6FECE3B2BB4178FD63C30937B44D","13181","4/24/2026 11:31:54 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Data_Analysis_Textbook_Combined_v3.tex","96DA2E0DCE98092CBD9EA94B7B7E0EC4B6E04C609B344899D2BA7882144E505D","2141","4/28/2026 2:18:40 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Data_Analysis_Textbook_Core_Reader_v1.tex","DD2534E10B31F4F2FFB94E205F341F78DB6B459BF11A1D48A54E9A422870D9F6","2153","4/28/2026 2:18:40 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Peer Review Release Products\Coding_and_Software_Cookbook_v3.pdf","8D614F2BE2A76848FF91CEEB9E31D60E25C6632B3D2E47C1DBE5FE4A702A2C4F","266633","4/28/2026 1:13:34 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Peer Review Release Products\Data_Analysis_Textbook_Core_Reader_v1.pdf","E06040EE4BEA3850A330BE5CA4AB1C1F1344E154271926BA667CA00C64CDB80C","870940","4/28/2026 2:22:10 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Peer Review Release Products\Data_Analysis_Textbook_v3.pdf","F07F2F7FB074ED0973E8C39DD550F7C4CB913E243666DA8A3F431D7DC71EFF03","1108289","4/28/2026 2:22:07 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Peer Review Release Products\Math_Foundations_Textbook.pdf","4AB5133841278C78B43F7704F5278FF4D773B1F0A2495E619E326DD8F2D0097E","690760","4/27/2026 6:03:07 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Appendix_Coding_and_Software_Cookbook_v3.tex","43DE78C01879B16156AB84FA04F2B92966FB757C29B3EE83A6D188FDE975E2EE","44403","4/28/2026 1:13:02 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Build_Mode_v1.tex","8C17DC2672A6BC9DC3ECB2D4CFEC22D156C4E6EEFFF01578C04D156F3CB76961","258","4/24/2026 2:54:58 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch01_Data_Analysis_as_Statistical_Learning_v3.tex","44592CBE5FBDCA4403625C4CFC88E266DBC67065B1420228FB473C878D0D4A4A","30978","4/27/2026 6:14:41 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch02_Prediction_Error_Flexibility_Generalization_v3.tex","23B2BC6ADA3CD36653CDF30085A6A6B899737FBA284A417D095D5E62C56FF00C","32566","4/27/2026 6:14:41 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch03_Data_Quality_Cleaning_Trustworthy_Variables_v3.tex","34A4144FFF4E7AF36F7B118C91238BB1900B5941F63DB01C15824B360B14830B","31174","4/28/2026 11:14:09 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch04_Exploratory_Data_Analysis_Summaries_Visual_Structure_v3.tex","8F47B1BEC1D1121357E64996EFE6028DDC63E8DB0EDDF77A76ADD241FA43DB91","30574","4/27/2026 6:18:50 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch05_Simple_Linear_Regression_Model_Assumptions_Least_Squares_Estimation_v3.tex","DB97C948DF15C035A5F5B21518DF835F98DB7D644DEA9545F696350C9CA117BB","34010","4/28/2026 12:33:30 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch06_Simple_Linear_Regression_Fit_Quality_R2_Hypothesis_Testing_v3.tex","E2920A68D05C74D716F3DE279E9826CACF0B2416D442EF8C05DFDDCD9AA3827F","28376","4/27/2026 6:14:41 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch07_Linear_Regression_as_Projection_Design_Matrix_Hat_Matrix_v3.tex","1276DA8A6294F8D084AE02076A8FA4109A9F767F4BAA0E54043C48DD2DC1A181","30171","4/28/2026 12:33:30 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch08_Degrees_of_Freedom_Subspaces_Identifiability_v3.tex","70BBAC06F993B83717C7C672810B1CBFD062887C7EFD60F06E35A61D750D8F7B","33451","4/28/2026 11:14:09 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch09_Multiple_Linear_Regression_in_Practice_v3.tex","CAE03401231F774DC3F869B5B329F54A61BC860BDAE283AC1F50048C214A67C5","32754","4/28/2026 11:14:09 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch10_Truth_Error_Estimator_Behavior_Residual_Geometry_v3.tex","13D9FBA4E343E2CA927D6EDDCF245791F3027F1116955DC3E027FC846FE4A604","45041","4/28/2026 11:14:09 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch11_Linear_Models_Beyond_Straight_Lines_Transformations_Linear_in_Parameters_v3.tex","058D0C9A1794950A71426BAE4F09B2E65B61DAB0F8F321D728BA7D86292D5ADD","37848","4/28/2026 12:48:42 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\Ch12_Residual_Analysis_Model_Repair_v3.tex","F5455A8B69C88642E6EF4F6258AF950029F970E87AD5B7D911D4CFC62AE1DCFE","36882","4/28/2026 12:33:30 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\0. Current Textbook\Sources\FrontMatter_Notation_Guide_v3.tex","33FE4BCA441618E764609D576DBB8CB59CCD6FECE3B2BB4178FD63C30937B44D","13181","4/24/2026 11:31:54 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Math_Foundations_Ch01_Ch13_AppendixA_Pilot_v1.tex","62629EFD17F2172B921F1DDBACB88A9528DA2FE80EC77338FD9F9F34BC7568EC","2258","4/27/2026 5:53:18 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\AppendixA_Data_Analysis_Bridge_Index_v1.tex","95F0DBEF88729FBD4C787AC78D009C57AE54AF8DDD6181581ACFE59BB1E3253D","13855","4/26/2026 6:48:18 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch01_Logic_and_Deductive_Reasoning_v1.tex","EE0DA60D65B7E548A5DCF9359EBB4FDDF45ABA491096DC565A4ABE4BDCD666F5","11262","4/27/2026 10:26:52 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch02_Vectors_in_Rn_v1.tex","C0C1FA387A8F3467D8C8431FCE16476178D0C0D21BF03BD192F0919DE561C23E","9144","4/27/2026 6:02:52 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch03_Vector_Operations_and_Linear_Combinations_v1.tex","A6FB5F55B9B78466BF15D916C2670134927C1B3E55F9CB3B051D3C63093D8D3F","10040","4/26/2026 11:17:46 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch04_Sets_Set_Operations_and_Quantifiers_v1.tex","181C3825772CA1D13CE2BF6AAE21F3E7DC841F054DCF42007D95E96ABBA167CE","10175","4/26/2026 11:17:46 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch05_Dot_Products_Norms_Distance_Angles_Orthogonality_v1.tex","642BE4627D8DB3F13C22149A524D534FF094A8C2CAC166926FE784DD69BF8664","11365","4/26/2026 11:14:48 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch06_Linear_Independence_Span_Bases_Dimension_v1.tex","C2F5EEE8EE291B18236353F0DCBDEFEB460E25919522120B22124EAB7C0E6576","11824","4/26/2026 11:14:48 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch07_Matrices_and_Matrix_Vector_Multiplication_v1.tex","DF8DF5529CB5CBEF5BE83647B21C6117047F24A61D27BAF1F5CA45297587766E","15561","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch08_Linear_Systems_Polynomial_Systems_Vandermonde_Matrices_v1.tex","F6D29A65ED9AB37DB66EE351F835925C149F3FF0FE66C9268C0FE2E2CA5F7AF3","13912","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch09_Orthogonal_Bases_Gram_Schmidt_QR_v1.tex","86614BADA0AC187E94525E89006D1C4CB53813D4109BEC1E92C1DB1D71C06DC3","25161","4/27/2026 2:53:42 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch10_Matrix_Inverses_Rank_Pseudoinverses_v1.tex","3508CE3055BB7A265E6E239381457D6DE3C978C3D263CE3085B601623C35A4E3","12703","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch11_Subspaces_Column_Row_Null_v1.tex","74F8C114640D832709725E134E9E5B91C45296DE32DFAA1365FA14C9399A1C8F","13307","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch12_Multivariable_Functions_Gradients_Least_Squares_v1.tex","1CB564141D4A49C2DEE21DACB228A858DC7492F1F879F5C3EC9E9F5076A8756C","20926","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\Ch13_Hessians_Quadratic_Forms_Second_Order_Conditions_v1.tex","92382BC4E681586EDF359407D28114B3CDB2AFC161343B3E9CA4C632AB964BFE","14110","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Context Handoff - Pro\Source_Code_CURRENT\Sources\FrontMatter_Acknowledgments_v1.tex","1F4E28CDE2FE086ED41766F6320CC11BEE006374F001C9D493C42B5AD6276278","2719","4/27/2026 5:46:02 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Layout_Drafts\Chapter1_Best_Balanced_Adjusted_Draft.tex","672AB077E1F016B2C44977B1BF54A1E0924BF30E977A0F6D236636B19CD8C809","841","4/27/2026 12:37:23 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Layout_Drafts\Chapter1_Best_Balanced_Draft.tex","32C17D5E252D96964F269DF6711EB9F802D52BEAACFC9838AD15CFC4FEF97205","841","4/27/2026 12:32:24 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Layout_Drafts\Chapter1_More_Polished_Draft.tex","0123E65B6C9A6C7488F2FC57B3239773E071A035A5022F976D6FF1BD0DA01888","838","4/27/2026 12:32:24 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch04_Pilot_v1.tex","FA6FB5B481ABB5973546FE07FDC651FE36EB88872CBBB327BE50D0D6215E5760","672","4/26/2026 10:15:29 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch05_Pilot_v1.tex","D8C5ACE15F2E9A5BD3FD6DBFC7E145E135E1F8E27100B453E213B5374FCA1457","749","4/26/2026 10:29:59 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch06_Pilot_v1.tex","9DE0664E7952110FFA0F7AA258AB339534B0920B7A5766060BB2362DA87EF37C","818","4/26/2026 11:40:50 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch07_Pilot_v1.tex","778A98AFABCB73153B481F149112942A346B054786A4DAA1E234BA25EEDBE21E","888","4/26/2026 12:23:27 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch08_Pilot_v1.tex","D3C7BD80D3C01B2FA8673CE205EE4C90A3E558E461B1632B53BD070CD5BB0C28","971","4/26/2026 12:54:18 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch09_Pilot_v1.tex","8F8C4C4E146B31001FBA50FC6F41F56409A8052B6A65DD722D539D872A8479EC","1032","4/26/2026 2:01:44 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch10_Pilot_v1.tex","158C810833336022DCE5184DD0CD36DFAE57C25B9ED6411E757CA27DDA688FBA","1097","4/26/2026 5:26:03 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch11_Pilot_v1.tex","CC907CC7054465D8258F036CE3303CA21C248C68572318E9486564A4BFCBB603","1151","4/26/2026 5:33:17 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch12_Pilot_v1.tex","438A0053C8219327946E1C95A012EAC9C06BF908132B651AF37C7B55F8C211BB","1227","4/26/2026 5:42:19 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch13_AppendixA_Pilot_v1.tex","62629EFD17F2172B921F1DDBACB88A9528DA2FE80EC77338FD9F9F34BC7568EC","2258","4/27/2026 5:53:18 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Math_Foundations_Ch01_Ch13_Pilot_v1.tex","4D2B37DB369987DECC6E4855DEDD70B79F40DD57C87C1E2F2CED0E61701CA39C","1304","4/26/2026 5:50:17 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\AppendixA_Data_Analysis_Bridge_Index_v1.tex","95F0DBEF88729FBD4C787AC78D009C57AE54AF8DDD6181581ACFE59BB1E3253D","13855","4/26/2026 6:48:18 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch01_Logic_and_Deductive_Reasoning_v1.tex","EE0DA60D65B7E548A5DCF9359EBB4FDDF45ABA491096DC565A4ABE4BDCD666F5","11262","4/27/2026 10:26:52 AM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch02_Vectors_in_Rn_v1.tex","C0C1FA387A8F3467D8C8431FCE16476178D0C0D21BF03BD192F0919DE561C23E","9144","4/27/2026 6:02:52 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch03_Vector_Operations_and_Linear_Combinations_v1.tex","A6FB5F55B9B78466BF15D916C2670134927C1B3E55F9CB3B051D3C63093D8D3F","10040","4/26/2026 11:17:46 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch04_Sets_Set_Operations_and_Quantifiers_v1.tex","181C3825772CA1D13CE2BF6AAE21F3E7DC841F054DCF42007D95E96ABBA167CE","10175","4/26/2026 11:17:46 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch05_Dot_Products_Norms_Distance_Angles_Orthogonality_v1.tex","642BE4627D8DB3F13C22149A524D534FF094A8C2CAC166926FE784DD69BF8664","11365","4/26/2026 11:14:48 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch06_Linear_Independence_Span_Bases_Dimension_v1.tex","C2F5EEE8EE291B18236353F0DCBDEFEB460E25919522120B22124EAB7C0E6576","11824","4/26/2026 11:14:48 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch07_Matrices_and_Matrix_Vector_Multiplication_v1.tex","DF8DF5529CB5CBEF5BE83647B21C6117047F24A61D27BAF1F5CA45297587766E","15561","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch08_Linear_Systems_Polynomial_Systems_Vandermonde_Matrices_v1.tex","F6D29A65ED9AB37DB66EE351F835925C149F3FF0FE66C9268C0FE2E2CA5F7AF3","13912","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch09_Orthogonal_Bases_Gram_Schmidt_QR_v1.tex","86614BADA0AC187E94525E89006D1C4CB53813D4109BEC1E92C1DB1D71C06DC3","25161","4/27/2026 2:53:42 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch10_Matrix_Inverses_Rank_Pseudoinverses_v1.tex","3508CE3055BB7A265E6E239381457D6DE3C978C3D263CE3085B601623C35A4E3","12703","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch11_Subspaces_Column_Row_Null_v1.tex","74F8C114640D832709725E134E9E5B91C45296DE32DFAA1365FA14C9399A1C8F","13307","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch12_Multivariable_Functions_Gradients_Least_Squares_v1.tex","1CB564141D4A49C2DEE21DACB228A858DC7492F1F879F5C3EC9E9F5076A8756C","20926","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\Ch13_Hessians_Quadratic_Forms_Second_Order_Conditions_v1.tex","92382BC4E681586EDF359407D28114B3CDB2AFC161343B3E9CA4C632AB964BFE","14110","4/27/2026 5:08:49 PM"
"C:\Users\posad\OneDrive\Desktop\DataAnalysis\Lectures\Math Foundations Rewrite\Sources\FrontMatter_Acknowledgments_v1.tex","1F4E28CDE2FE086ED41766F6320CC11BEE006374F001C9D493C42B5AD6276278","2719","4/27/2026 5:46:02 PM"
